Geographicarea,Indicator,Sex,TIME_PERIOD,OBS_VALUE,Unit multiplier,Unit of measure,Observation Status,Observation confidentaility,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,OBS_FOOTNOTE,SERIES_FOOTNOTE,DATA_SOURCE,SOURCE_LINK,CUSTODIAN,Time period activity related to when the data are collected,REF_PERIOD,COVERAGE_TIME,Current age
Democratic People's Republic of Korea,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2017,98,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Democratic People's Republic of Korea,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2018,99,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Democratic People's Republic of Korea,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2019,98,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Denmark,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2001,87,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Denmark,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2002,92,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Denmark,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2003,88,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Denmark,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2004,88,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Denmark,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2005,91,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Denmark,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2006,91,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Denmark,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2007,88,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Denmark,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2008,87,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Denmark,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2009,85,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Denmark,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2010,85,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Denmark,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2011,86,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
Denmark,"Percentage of children who received the 2nd dose of measles-containing vaccine, as per administered in the national schedule",Total,2012,87,Units,%,Estimated value,Free,,,,"Generally, the second dose of measles-containing vaccine (MCV2) is recommended for administration during the second year of life; however, in many countries, MCV2 is scheduled after the second year.",,"WHO/UNICEF estimates of national immunization coverage, 2019 revision",,,,,,Total
